S,p03,p04,p05,p06,p07,p08,p09
161,24.879402711164285,24.872996513281006,24.795930239918103,24.689959527890434,24.56786146218803,24.438056835052176,24.314309976958267
162,24.90352951483032,24.888430072778075,24.807486956746057,24.698936116607225,24.574629700424563,24.442588115647364,24.31643999045718
163,24.925218864879636,24.902185648301153,24.817693712719798,24.706755452186254,24.580380316763236,24.446219642371144,24.317781835136994
164,24.944691921291447,24.914426381172913,24.82668635295226,24.713537094456225,24.585221589035196,24.449050538422053,24.318425779412674
165,24.96215235296972,24.925301059397494,24.83458807276406,24.71938915391547,24.589251105666673,24.451169974781802,24.318452804195086
166,24.97778733605571,24.93494505415583,24.84151043091742,24.724409220056028,24.592556706082288,24.45265802428764,24.317935459094993
167,24.9917686254264,24.943481463068903,24.847554289308956,24.72868524705518,24.595217364975493,24.453586486572473,24.316938596413703
168,25.004253555493957,24.951021957875238,24.852810789610654,24.732296377294457,24.597303967155423,24.454019595410156,24.31552008950177
169,25.01538598416175,24.95766768468854,24.85736210466882,24.73531377731319,24.598880082038473,24.454014829089484,24.31373163176431
170,25.025297242464713,24.963510196229773,24.8612822112193,24.73780134693015,24.60000258253103,24.453623530718,24.311619237593614
171,25.03410705116948,24.968632223121286,24.864637656918372,24.739816370455966,24.600722358059098,24.452891457826805,24.3092237990794
172,25.041924378399468,24.97310839721933,24.867488241397947,24.741410143036543,24.601084858488772,24.451859378871173,24.30658166758803
173,25.04884826635134,24.97700598205199,24.869887600686976,24.74262858278564,24.601130624901653,24.450563594768933,24.303725110996762
174,25.05496861253675,24.980385524031586,24.87188387441108,24.74351267096608,24.600895823567722,24.44903629665873,24.30068267429419
175,25.06036686504842,24.983301467074167,24.873520083446007,24.744099066253963,24.60041260405887,24.447306137886923,24.297479674828534
176,25.065116777511772,24.985802690480337,24.87483474489238,24.74442041702218,24.599709580996883,24.445398476302667,24.294138446379062
177,25.06928500309868,24.987933030118366,24.875862283124658,24.744505833496074,24.5988121818641,24.443335814083863,24.290678788219108
178,25.07293176208236,24.98973181488395,24.876633445103376,24.744381191510453,24.59774299410355,24.44113798958369,24.28711802906491
179,25.076111316124635,24.99123420705018,24.877175594895103,24.7440695815726,24.596522023756503,24.438822620709285,24.28347155785104
