S,p02,p03,p04,p05,p06,p07,p08,p09
158,30.413510166202684,40.143443248675176,44.22462836954907,46.49370293143788,48.006699475254536,49.17988115383673,50.24198035415347,51.41638947223301
159,31.21450159701647,41.02383834911729,45.13223337215651,47.414279882497304,48.934479773992464,50.11235900291333,51.178499861090366,52.35773177967613
160,32.017958912205735,41.905218323694285,46.04048940232742,48.33534807645976,49.86263029253704,51.04509382171151,52.11516829869677,53.2991294874306
161,32.82368300578733,42.78749025978439,46.94933343665405,49.256858003714875,50.791109591859055,51.97804985780795,53.051954416371196,54.2405558784133
162,33.63148847960217,43.670569638933436,47.858708617674885,50.17876521199295,51.71988062130329,52.911195282657864,53.988830510314074,55.18198738625575
163,34.44120298577611,44.55437967386091,48.76856370125443,51.10102982381156,52.64891028284868,53.84450179076998,54.92577205296566,56.1234032574046
164,35.252666565682865,45.43885068424332,49.6788525449296,52.023616093452226,53.57816903320685,54.77794423511569,55.8627573570643,57.06478524590881
165,36.065730990882535,46.32391951091884,50.58953363541343,52.94649200118654,54.507630521290366,55.711500296212385,56.799767271714664,58.0061173382693
166,36.880259110805994,47.20952896781446,51.500569653349146,53.86962888245818,55.437271258594286,56.645150182371104,57.73678490793829,58.947385505855245
167,37.69612421127368,48.09562733063995,52.41192707331253,54.79300108973918,56.367070320125,57.57887635870436,58.673795391323125,59.88857748251866
168,38.51320938732783,48.98216786118723,53.32357579704315,55.71658568481624,57.29700907356895,58.51266330259891,59.61078563947966,60.82968256519344
169,39.33140693326184,49.86910836588374,54.23548881786145,56.64036215931667,58.2270709344955,59.44649728345474,60.54774416217457,61.77069143538955
170,40.150617752206635,50.75641078714063,55.147641914252574,57.564312181368955,59.15724114548783,60.380366164630544,61.48466088211548,62.71159599965393
171,40.970750787156994,51.64404082594574,56.06001337062784,58.48841936636481,60.087506577210114,61.31425922565175,62.4215269745139,63.65238924719565
172,41.79172247486033,52.531967594075304,56.97258372333424,59.41266906989275,61.01785554952546,62.24816700286183,63.358334723677636,64.59306512301904
173,42.61345622362432,53.420163294286105,57.88533553004949,60.33704820101489,61.94827767090945,63.18208114682208,64.2950773950134,65.53361841503329
174,43.43588191572683,54.30860292683051,58.79825316076317,61.26154505415331,62.878763694500634,64.11599429489168,65.23174912093938,66.47404465373366
175,44.258935434820934,55.197264020647914,59.71132260864793,62.186149157972615,63.809305389262974,65.04989995753304,66.16834479934336,67.41434002317814
176,45.08255821844721,56.086126387618094,60.6245313191931,63.11085113973754,64.73989542483672,65.98379241700337,67.10486000332027,68.35450128207643
177,45.90669683554389,56.975171898292295,61.53786803608123,64.03564260373996,65.67052726876477,66.91766663720064,68.0412909010349,69.29452569393973
