S,p02,p03,p04,p05,p06,p07,p08,p09
139,4.321835599179081,15.79878938970823,21.823885317386964,25.181171023283706,27.352252372004546,28.960432544176633,30.339053270234785,31.79273936287944
140,4.632981012523216,16.486287552277364,22.61942568338218,26.02246065335631,28.21861542946464,29.84327590940421,31.23491380565322,32.701671638823406
141,4.957315184403412,17.183258612459216,23.42121361527229,26.86848886573648,29.08885364246051,30.729402978514358,32.13358742905213,33.61297656247508
142,5.294801002815599,17.88919133574461,24.228804254989523,27.718876379929462,29.96263336459198,31.618513831191045,33.03480223254394,34.5264105844982
143,5.645372567810851,18.60358676252835,25.04177558270316,28.573267984205316,30.839644550236663,32.510331337515616,33.938308168656825,35.44175083490907
144,6.008936230431111,19.325959620402198,25.859728309357,29.431331802216285,31.71959973435512,33.40459998449829,34.84387578394762,36.35879379501041
145,6.385371777989953,20.055839517744296,26.682285617175133,30.292758472659433,32.60223296732325,34.30108468639753,35.75129495863062,37.27735399596096
146,6.774533748146565,20.792771928630852,27.509092767910076,31.157260260526026,33.48729872086186,35.19956959255804,36.66037366373744,38.19726275309996
147,7.176252853827421,21.53631898046618,28.339816597726177,32.02457011684036,34.37457077926482,36.09985690456913,37.57093674545839,39.11836694334548
148,7.590337500928503,22.28606005676795,29.174144916598816,32.894440702165724,35.26384112836352,37.00176571278521,38.48282474457787,40.04052783140288
149,8.016575380849392,23.04159222829265,30.011785828963628,33.766643387526855,36.154918852933235,37.905130860571006,39.39589275735609,40.96361994906308
150,8.454735120256121,23.802530526169377,30.852466991137856,34.64096724482401,37.047629051681774,38.80980184311025,40.31000934278642,41.8875300306168
151,8.904567971013932,24.568508070939796,31.695934819771576,35.5172180372847,37.94181177743731,39.715641746233054,41.225055479884276,42.812156006285406
152,9.365809523948391,25.33917607142913,32.54195366429433,36.39521721906629,38.83732100881272,40.62252622945485,42.140923577549025,43.73740605462128
153,9.838181430965468,26.114203707205768,33.39030495505006,37.27480095175248,39.7340236583463,41.53034255631134,43.05751653856709,44.66319771399476
154,10.321393121050829,26.893277908058753,34.24078633754205,38.15581914423432,40.631798621012706,42.43898867408666,43.974746878459506,45.589457052618485
155,10.815143496759669,27.676103043469606,35.09321080199463,39.038134521296115,41.53053586597084,43.34837234416085,44.892535899180544,46.516117895963546
156,11.319122598975985,28.462400534482228,35.94740581626835,39.92162172517142,42.43013557354101,44.25841032348823,45.81081291704977,47.44312110998632
157,11.83301322893218,29.25190839972319,36.803212469050614,40.80616645337385,43.33050731860982,45.169027597053265,46.72951454381096,48.37041393819328
158,12.356492517728636,30.044380746607015,37.660484629214885,41.691664635255236,44.23156930099211,46.080156660649386,47.64858401929838,49.297949390316596
159,12.889233434846203,30.83958721800074,38.519088126265935,42.57802164897442,45.13324762270087,46.991736852869394,48.56797059387816,50.22568568014676
160,13.430906228387427,31.63731240382741,39.37889995591236,43.46515157990911,46.035475611588126,47.903713734857256,49.487628958573765,51.15358570994713
161,13.981179791010273,32.43735522628858,40.23980751398793,44.35297652095541,46.93819319042313,48.81603851608347,50.4075187206325,52.08161659877595
162,14.539722946690427,33.2395283065803,41.10170786121748,45.24142591466932,47.841346290129266,49.72866752419375,51.32760392213484,53.009749252020086
163,15.106205654589752,34.043657320191976,41.9645070206724,46.13043593678668,48.74488630566433,50.64156171684139,52.24785259920844,53.937957969437704
164,15.680300127371154,34.849580347095966,42.82811930916504,47.01994892030705,49.64876959280566,51.5546862332883,53.168236379354646,54.86622008905008
165,16.261681862306897,35.65714722240978,43.69246670334607,47.90991281904927,50.55295700396755,52.46800998352157,54.08873011442213,55.794515664283864
166,16.850030584454835,36.46621889239239,44.55747824079583,48.80028070935307,51.45741346107343,53.38150527259489,55.00931154678006,56.72282717184678
167,17.44503110202189,37.276666779977056,45.423089456044714,49.69101032842548,52.36210756343407,54.29514745792362,55.92996100630836,57.65113924792622
168,18.046374074810355,38.0883721634157,46.289241851120764,50.58206364770558,53.26701122857928,55.20891463728631,56.85066113590223,58.57943845040605
169,18.653756697315107,38.90122557102841,47.1558823999549,51.4734064795186,54.172099363956704,56.12278736534887,57.771396643276425,59.5077130449146
170,19.26688329865285,39.71512619452021,48.022963085752465,52.365008115250724,55.07734956746875,57.036748396593154,58.69215407694849,60.435952812655955
171,19.885465862021775,40.529981322838196,48.890440470266796,53.25684099322243,55.98274185484005,57.95078245261654,59.612921624406304,61.36414887808426
172,20.509224466829075,41.345705798101704,49.75827529375761,54.14888039446288,56.88825841187935,58.86487601186175,60.53368893056107,62.29229355462428
173,21.137887656994028,42.162221494730495,50.62643210432806,55.04110416458247,57.793883369762014,59.77901711994175,61.45444693471475,63.220380206762734
174,21.771192739227182,42.97945682256022,51.49487891524571,55.93349245998661,58.69960260155173,60.69319521880829,62.37518772437583,64.14840312695301
175,22.408886015310433,43.79734625440524,52.36358688881548,56.82602751672408,59.60540353825373,61.6074009931459,63.295904404388494,65.0763574259045
176,23.05072295257084,44.61582987825579,53.23253004533988,57.71869344030731,60.51127500278927,62.52162623245912,64.21659097993009,66.00423893493833
177,23.696468296840376,45.43485297407554,54.1016849956987,58.61147601493278,61.41720706038342,63.43586370742495,65.137242252063,66.9320441191981
178,24.345896132251237,46.2543656149324,54.97103069609123,59.504362530576486,62.32319088393004,64.35010705919707,66.05785372461293,67.85977000060684
179,24.998789892219627,47.07432229205799,55.84054822350705,60.397341626541795,63.22921863301679,65.2643507004368,66.97842152126246,68.78741408957816
180,25.654942325931568,47.89468156325499,56.710220570527035,61.290403150097056,64.13528334536855,66.17858972694414,67.89894231182343,69.71497432453188
181,26.314155424576683,48.715405723982705,57.58003245810233,62.18353802893376,65.04137883956598,67.0928198388548,68.81941324675594,70.64244901842903
182,26.976240311459613,49.536460500332716,58.44997016500154,63.07673815624857,65.94749962797381,68.00703727045226,69.73983189909018,71.56983681152005
183,27.64101709999712,50.35781476305783,59.32002137268956,63.96999628734345,66.85364083890961,68.92123872772312,70.66019621295762,72.49713662967517
184,28.30831472344069,51.17944026173897,60.190175024436186,64.86330594669808,67.75979814714614,69.83542133287891,71.58050445803778,73.42434764764339
185,28.977970740001116,52.00131137816104,61.0604211975436,65.75666134456715,68.66596771194106,70.74958257509701,72.50075518929256,74.35146925671407
186,29.649831116854184,52.82340489793197,61.930750987620286,66.65005730220552,69.57214612181347,71.66372026686038,73.42094721139776,75.2785010362794
187,30.323749996313065,53.64569979936603,62.801156403903164,67.54348918491256,70.4783303454123,72.5778325052657,74.34107954736375,76.2054427288451
188,30.999589447243256,54.46817705866964,63.67163027470199,68.4369528421334,71.38451768783237,73.49191763780244,75.2611514108803,77.13229421810301
189,31.677219204583245,55.29081947045973,64.54216616207853,69.3304445539443,72.29070575181301,74.40597423209138,76.18116218196613,78.05905550970927
190,32.35651639962819,56.113611482667274,65.41275828495891,70.22396098327434,73.19689240331431,75.32000104915353,77.10111138554312,78.98572671444062
191,33.037365283512734,56.936539044911136,66.28340144992048,71.11749913330092,74.10307574099015,76.23399701983121,78.02099867261256,79.91230803346318
192,33.71965694612744,57.75958946944112,67.15409098895314,72.0110563094883,75.00925406916011,77.1479612239888,78.94082380372052,80.8387997454554
193,34.403289032494186,58.5827513037848,68.02482270355573,72.90463008579724,75.91542587387467,78.06189287219766,79.86058663445567,81.76520219535415
194,35.08816545843074,59.40601421428515,68.89559281456702,73.79821827462453,76.82158980175765,78.97579128960685,80.78028710273367,82.69151578454887
195,35.774196127139064,60.229368879719196,69.76639791719529,74.69181890009627,77.72774464130431,79.88965590176365,81.6999252176655,83.61774096232263
