S,p02,p03,p04,p05,p06,p07,p08,p09
142,9.896543777023759,6.399314606806428,4.0685216205105235,3.027530639077014,2.4432839854249266,2.046437831726422,1.7322357002313993,1.4411897369726034
143,9.964522039673795,6.117596325942998,3.8198358491392526,2.815839630176953,2.2573970468364735,1.879446642689686,1.5807885405294542,1.3055175108078743
144,10.010806857523313,5.8376445673324895,3.5804358547864013,2.6148145304993875,2.082295747705132,1.7230427337722176,1.4396076098321942,1.179642221842414
145,10.03555035499204,5.560610055734827,3.350652972358148,2.424411512063074,1.9177519614643757,1.5768925195658312,1.308289738659596,1.0631068523281328
146,10.039038647344789,5.287535483695649,3.1307209718711704,2.2445169633300566,1.7634877922034775,1.4406270766542661,1.186407982842752,0.9554417390944536
147,10.021684264365227,5.0193554992361555,2.9207840239564575,2.0749563702082696,1.6191840141033254,1.313849885491436,1.0735185932375657,0.8561706264131885
148,9.98401760037293,4.75689791432643,2.7209047906318062,1.915502816096648,1.4844879155617718,1.1961438811525227,0.9691672585887545,0.7648159647644093
149,9.92667755686405,4.500885980611713,2.531072511740007,1.765885041287163,1.3590205297830948,1.0870778165283923,0.8728946227876122,0.6809034973542794
150,9.850401545952181,4.251941593587105,2.3512109789081137,1.6257950041875802,1.2423832279040425,0.9862119438253103,0.7842411141112393,0.6039661669632324
151,9.756015018700381,4.010589273679699,2.181186302863125,1.4948949087312258,1.1341636800210608,0.8931030286518649,0.7027511203716585,0.5335474002521323
152,9.644420679206789,3.777260792450221,2.020814400118809,1.3728236770305102,1.0339411858240055,0.8073087344584451,0.6279765400662995,0.4692038080733596
153,9.516587535358667,3.55230031004794,1.8698681314077703,1.2592028576818848,0.9412913938078304,0.7283913985034474,0.5594797586638833,0.4105073528393177
154,9.373539931489816,3.335969898348168,1.728084048870926,1.1536419615509885,0.8557904384431936,0.6559212431511696,0.4968361019663803,0.35704704863803727
155,9.216346692220156,3.128455339940217,1.5951687086257493,1.0557432459279426,0.7770185129984952,0.5894790638549807,0.43963579233974315,0.30843022098991923
156,9.046110501653715,2.92987209633111,1.4708045343425624,0.9651059481186053,0.704562919473517,0.5286584271146921,0.3874854810348438,0.26428338994577416
